Date,Returns_1,Returns_2
3/1/2007,-0.000476802,-0.049225006
3/8/2007,0.00076076,-0.01965597
3/15/2007,0.000644221,0.027900399
3/22/2007,0.000422177,-0.000922728
3/29/2007,0.000384933,-0.006216621
4/5/2007,0.000293393,0.003308703
4/12/2007,0.000923688,0.013190375
4/19/2007,0.000485166,-0.006230844
4/26/2007,0.000483839,-0.004443106
5/3/2007,0.000287652,-0.017412829
5/10/2007,0.000558841,-0.006234794
5/17/2007,0.000173884,0.008909668
5/24/2007,0.000316782,-0.022750515
5/31/2007,0.000400878,-0.045214225
6/7/2007,0.000589491,-0.013022727
6/14/2007,0.001280885,-0.000579862
6/21/2007,0.000526751,-0.010003899
6/28/2007,0.000429327,-0.01042031
7/5/2007,0.001104995,0.010081002
7/12/2007,0.00083309,0.01580825
7/19/2007,0.000542652,-0.014230361
7/26/2007,0.000748697,-0.017024034
8/2/2007,1.03E-05,-0.157006454
8/9/2007,0.001109855,-0.042337312
8/16/2007,0.002872021,-0.09483732
8/23/2007,-0.000965113,0.012107076
8/30/2007,0.0007443,0.02043416
9/6/2007,0.001409892,0.065073584
9/13/2007,0.00113708,0.069477174
9/20/2007,0.001169155,0.009617158
9/27/2007,-0.000127684,-0.043104137
10/4/2007,0.00029199,0.029272469
10/11/2007,0.000792294,0.14019598
10/18/2007,0.001267886,0.003735846
10/25/2007,0.001428689,0.072250011
11/1/2007,0.0024525,0.105252252
11/8/2007,-0.000491691,-0.091185168
11/15/2007,0.002405013,0.052755305
11/22/2007,-0.000224414,-0.038949712
11/29/2007,0.000491829,-0.016604105
12/6/2007,0.00124497,0.024011742
12/13/2007,-0.001601714,-0.073163418
12/20/2007,0.000226627,0.056444165
12/27/2007,2.45E-05,-0.02282682
1/3/2008,0.000965189,0.100511914
1/10/2008,0.001728204,0.146990153
1/17/2008,0.001619814,-0.059837051
1/24/2008,0.002049751,0.122528047
1/31/2008,-7.35E-05,-0.013925028
2/7/2008,-0.000209231,-0.021972091
2/14/2008,0.001002744,0.139855595
2/21/2008,0.001648289,0.136245909
2/28/2008,-9.23E-05,-0.03257705
3/6/2008,0.000469008,0.03010864
3/13/2008,0.000540345,-0.086180449
3/20/2008,-0.001450462,-0.031770403
3/27/2008,-0.000687916,-0.123020636
4/3/2008,0.000694031,0.033167444
4/10/2008,0.000144617,0.012572839
4/17/2008,0.000314776,0.032857381
4/24/2008,-0.001140221,-0.092703415
5/1/2008,0.000119619,0.064712734
5/8/2008,-0.000213451,0.03887257
5/15/2008,0.001119613,0.054930881
5/22/2008,1.41E-05,-0.031693059
5/29/2008,0.000100645,-0.055237324
6/5/2008,-0.000781231,0.006117675
6/12/2008,0.000467458,-0.007896631
6/19/2008,-4.16E-05,-0.044114575
6/26/2008,0.000741632,0.027885318
7/3/2008,7.02E-06,-0.045565982
7/10/2008,0.000886801,0.085481461
7/17/2008,-8.74E-05,-0.032501859
7/24/2008,3.33E-05,0.006225261
7/31/2008,0.000303498,-0.003972927
8/7/2008,0.000535897,0.094965569
8/14/2008,0.000628146,0.027181037
8/21/2008,5.08E-05,-0.009069987
8/28/2008,0.000249618,-0.010076132
9/4/2008,0.001011542,0.028430547
9/11/2008,0.002116362,0.010906098
9/18/2008,-0.002610973,-0.093076334
9/25/2008,-0.000213642,0.106187038
10/2/2008,-0.000287588,-0.01217356
10/9/2008,0.000375806,-0.020042357
10/16/2008,-0.001657771,0.143092003
10/23/2008,0.001217346,0.018994396
10/30/2008,0.001009494,0.068029422
11/6/2008,0.001765401,0.092868307
11/13/2008,-0.000177201,0.01253127
11/20/2008,0.001634044,0.106539448
11/27/2008,0.000271004,0.136797439
12/4/2008,0.00170504,0.204795103
12/11/2008,0.00075098,-0.016735968
12/18/2008,0.000538036,0.095194204
12/25/2008,0.000443289,-0.029096012
1/1/2009,-0.001241129,-0.222186725
1/8/2009,-0.000286646,0.007956685
1/15/2009,-0.000430596,0.080571206
1/22/2009,0.000776454,0.100463713
1/29/2009,-0.000462509,0.027649755
2/5/2009,0.000725889,0.069448691
2/12/2009,-0.000206266,0.121228097
2/19/2009,-0.000494587,-0.11405171
2/26/2009,-0.000287892,-0.159338557
3/5/2009,5.94E-05,-0.006991855
3/12/2009,0.000399756,0.008958459
3/19/2009,-0.000178858,-0.002051193
3/26/2009,4.67E-05,-0.035466504
4/2/2009,0.000285621,0.040124054
4/9/2009,0.000235141,0.030831929
4/16/2009,-0.000107216,-0.004607874
4/23/2009,-0.000420756,-0.032477308
4/30/2009,-0.000740137,0.086260249
5/7/2009,-4.14E-05,-0.06449736
5/14/2009,0.00013931,0.067626865
5/21/2009,-0.000424101,0.042017669
5/28/2009,0.000170611,0.111109937
6/4/2009,-0.000620643,0.01261711
6/11/2009,5.20E-05,-0.071737354
6/18/2009,-0.000706619,-0.022525799
6/25/2009,0.000458727,-0.021000265
7/2/2009,-9.42E-05,-0.015519188
7/9/2009,-0.000167204,0.005516768
7/16/2009,3.27E-05,0.042567597
7/23/2009,-1.83E-05,0.006129109
7/30/2009,-0.00037802,0.002428112
8/6/2009,-0.000244826,-0.086289039
8/13/2009,0.000196038,0.026289408
8/20/2009,0.000185029,0.030045887
8/27/2009,-0.000904764,-0.058066992
9/3/2009,-0.000141121,0.105605955
9/10/2009,-0.000219679,-0.059573937
9/17/2009,0.00021567,0.052846199
9/24/2009,-0.000151919,-0.014453567
10/1/2009,0.000233278,0.030317988
10/8/2009,-0.000314591,-0.005347554
10/15/2009,-3.24E-05,-0.017528355
10/22/2009,-8.42E-05,-0.013329458
10/29/2009,-0.000328724,-0.014537278
11/5/2009,0.000520531,0.02388611
11/12/2009,0.000673116,0.056422593
11/19/2009,0.000585045,0.074993603
11/26/2009,-0.000553152,-0.042270513
12/3/2009,-0.000983384,-0.160059601
12/10/2009,-5.40E-05,0.030466517
12/17/2009,-0.000233121,-0.100552651
