Date,Returns_1,Returns_2
3/1/2007,-0.000191232,-0.046029928
3/8/2007,0.000749702,-0.02917268
3/15/2007,0.000694488,0.031070365
3/22/2007,0.00034188,-0.016466551
3/29/2007,0.000808233,0.062182058
4/5/2007,0.000271369,-0.016513219
4/12/2007,0.001212706,0.063257677
4/19/2007,0.00373377,0.023987778
4/26/2007,0.000772253,0.005803047
5/3/2007,-0.003903136,-0.014514108
5/10/2007,-0.003699796,-0.016059403
5/17/2007,0.000581542,0.019996087
5/24/2007,0.000685586,0.011696803
5/31/2007,-0.000608881,-0.040417731
6/7/2007,0.001671387,0.042767199
6/14/2007,0.001158114,0.003650769
6/21/2007,0.000449693,-0.013675304
6/28/2007,0.000425212,0.014934028
7/5/2007,0.001655809,0.039260873
7/12/2007,0.004783849,0.052254766
7/19/2007,-0.013927024,-0.01258869
7/26/2007,-0.024246925,-0.029459914
8/2/2007,-0.092371804,-0.091143722
8/9/2007,-0.006627995,-0.037602906
8/16/2007,0.002992689,-0.032018997
8/23/2007,-0.001246352,-0.033669951
8/30/2007,0.001112303,0.056837256
9/6/2007,0.001246528,0.009780165
9/13/2007,0.001312508,0.053030125
9/20/2007,0.001004022,-0.017169353
9/27/2007,-0.005918226,-0.021327247
10/4/2007,0.000384919,0.01008026
10/11/2007,0.001831911,0.075371959
10/18/2007,0.001057668,-0.011146414
10/25/2007,0.00115163,0.085039664
11/1/2007,0.001359262,0.020705395
11/8/2007,0.000226469,-0.076072574
11/15/2007,0.00226549,0.057112442
11/22/2007,-6.76E-05,-0.036921792
11/29/2007,0.000629513,-0.004881698
12/6/2007,0.001292545,0.045807495
12/13/2007,-0.001526098,-0.044270451
12/20/2007,0.000365994,0.057755674
12/27/2007,-0.000999702,-0.042535894
1/3/2008,0.001421252,0.078998893
1/10/2008,0.003909262,0.102880909
1/17/2008,0.001207849,-0.03921837
1/24/2008,0.003217923,0.101352427
1/31/2008,-0.025030286,-0.102181687
2/7/2008,-0.000841231,-0.066340424
2/14/2008,0.000666787,0.082951527
2/21/2008,0.001537885,0.082502986
2/28/2008,-0.036857969,-0.041646177
